age,monthly income,ns1,ns2,ns3,sb,gender,marital status,current employment status,dbms,visualization tools,experience(in years),days_since_applying,continent,num_skills,occupation_category,cluster
42.452599388379205,120878.0,a,0,003,0,Other,missing,employed,Excel,missing,3,539.2338129496403,Africa,2,Engineering & Product Dev,2
42.452599388379205,111952.0,b,0,001,1,M,married,missing,Python,missing,4,539.2338129496403,Oceania,2,Community & Admin Services,2
35.2,42917.0,missing,0,missing,0,M,missing,freelancer,missing,R,0,874.0,Europe,2,Engineering & Product Dev,3
42.452599388379205,133356.0,c,0,missing,1,Other,missing,missing,Python,Tableau,3,539.2338129496403,Asia,2,Science & Research,2
42.0,128987.0,missing,1,missing,0,missing,married,missing,missing,R,1,309.0,Oceania,2,Media & Creative Arts,0
42.452599388379205,42789.0,missing,0,001,1,Other,missing,employed,Python,missing,6,539.2338129496403,North America,2,Surveying & Real Estate,3
42.452599388379205,14410.0,b,0,missing,1,F,single,missing,Excel,PowerBI,7,539.2338129496403,Europe,2,Science & Research,3
49.0,19711.0,b,0,003,1,F,missing,missing,SQL,Tableau,2,449.0,Asia,2,Science & Research,3
42.452599388379205,135460.0,c,0,abc,1,missing,single,missing,Python,missing,2,539.2338129496403,Antarctica,2,Community & Admin Services,2
42.452599388379205,116230.0,b,0,003,0,missing,single,unemployed,missing,missing,5,539.2338129496403,Asia,2,Planning & Operations,2
45.0,108758.0,b,1,missing,1,missing,missing,freelancer,SQL,missing,5,524.0,Europe,2,Engineering & Product Dev,0
58.0,40855.0,b,1,003,1,M,missing,unemployed,Excel,R,5,474.8,North America,2,Community & Admin Services,1
44.0,146402.0,c,0,missing,1,F,missing,freelancer,Python,PowerBI,7,199.0,South America,2,Media & Creative Arts,2
27.0,100885.0,b,1,001,1,missing,missing,freelancer,Python,missing,6,515.0,Asia,2,Engineering & Product Dev,0
41.0,90984.0,a,1,missing,1,Other,missing,employed,SQL,PowerBI,0,732.0,North America,2,Community & Admin Services,0
49.0,145914.0,c,1,abc,1,missing,married,missing,Excel,missing,9,1049.0,Unknown,2,Community & Admin Services,0
35.0,121574.0,a,0,001,1,missing,missing,employed,missing,R,3,280.0,Europe,2,Engineering & Product Dev,2
47.0,10598.0,a,0,002,0,missing,single,missing,SQL,missing,3,197.0,Oceania,2,Community & Admin Services,3
39.0,42929.0,c,0,003,0,M,single,unemployed,Excel,R,3,451.2000000000001,North America,2,"Business, Finance & Legal",3
38.0,38228.0,missing,0,001,1,missing,missing,missing,missing,PowerBI,7,714.0,Oceania,2,Community & Admin Services,3
38.2,141695.0,b,0,missing,1,M,missing,missing,Excel,missing,7,342.0,North America,2,Science & Research,2
42.452599388379205,38080.0,b,0,missing,1,missing,missing,missing,missing,missing,6,539.2338129496403,Asia,2,Science & Research,3
62.0,61367.0,missing,0,002,1,Other,missing,missing,Excel,R,6,761.8,Unknown,2,Science & Research,3
43.4,129326.0,b,1,001,1,missing,missing,unemployed,missing,PowerBI,9,986.0,Oceania,2,Science & Research,0
39.8,115870.0,a,1,missing,1,Other,married,unemployed,missing,Tableau,1,490.0,Europe,2,Planning & Operations,0
52.4,64286.0,missing,0,missing,1,missing,missing,employed,SQL,R,4,991.0,Europe,2,Science & Research,3
40.0,110063.0,b,0,missing,1,M,married,missing,missing,missing,5,749.0,Africa,2,Engineering & Product Dev,2
42.4,27270.0,a,0,002,1,M,missing,missing,missing,missing,7,411.0,Asia,2,Engineering & Product Dev,3
35.0,117699.0,b,1,missing,1,missing,missing,employed,SQL,missing,9,567.6,Asia,2,Community & Admin Services,0
18.0,40975.0,b,1,003,1,M,missing,unemployed,SQL,missing,8,721.0,Asia,2,Engineering & Product Dev,1
42.452599388379205,97842.0,b,1,missing,1,missing,missing,employed,Python,missing,6,539.2338129496403,Africa,2,Engineering & Product Dev,0
42.452599388379205,111176.0,a,0,002,1,Other,missing,employed,SQL,missing,9,539.2338129496403,North America,2,"Business, Finance & Legal",2
51.0,94001.0,a,0,002,1,missing,single,missing,missing,Tableau,5,725.8,Africa,2,"Business, Finance & Legal",2
45.0,43389.0,b,0,002,0,M,missing,missing,missing,missing,7,203.0,Oceania,2,Media & Creative Arts,3
42.452599388379205,87873.0,c,0,001,1,missing,missing,freelancer,missing,PowerBI,5,539.2338129496403,Africa,2,Planning & Operations,2
42.452599388379205,19913.0,c,1,001,1,missing,missing,missing,missing,missing,0,539.2338129496403,Unknown,2,Engineering & Product Dev,1
41.6,129683.0,missing,0,001,1,M,single,missing,SQL,PowerBI,3,1093.0,Africa,2,Surveying & Real Estate,2
42.452599388379205,46614.0,c,0,003,1,missing,single,freelancer,Excel,R,1,539.2338129496403,Africa,2,Engineering & Product Dev,3
43.4,44419.0,c,1,missing,0,Other,missing,unemployed,missing,PowerBI,4,598.0,Asia,2,Community & Admin Services,1
48.0,142990.0,b,1,missing,1,M,missing,unemployed,SQL,R,7,821.0,South America,2,Science & Research,0
32.0,31513.0,missing,0,missing,1,Other,married,missing,missing,Tableau,2,140.0,Africa,2,Science & Research,3
46.8,16453.0,missing,0,missing,0,missing,missing,missing,SQL,missing,3,1033.0,Africa,2,Science & Research,3
48.0,120499.0,missing,1,abc,1,F,married,freelancer,Excel,missing,5,591.0,Europe,2,Science & Research,0
42.452599388379205,79727.0,b,0,003,1,missing,missing,employed,SQL,missing,5,539.2338129496403,North America,2,"Business, Finance & Legal",2
44.0,66807.0,missing,1,003,0,M,single,freelancer,SQL,Tableau,0,384.8,Europe,2,Science & Research,1
48.4,127974.0,missing,0,001,1,M,married,unemployed,missing,missing,8,693.0,Africa,2,Science & Research,2
39.2,17517.0,a,1,missing,1,M,missing,missing,missing,PowerBI,10,1067.0,Africa,2,Science & Research,1
54.0,5410.0,c,0,missing,1,F,single,missing,Python,PowerBI,8,1054.0,Europe,2,"Business, Finance & Legal",3
42.452599388379205,128243.0,a,1,003,1,M,single,freelancer,SQL,PowerBI,9,539.2338129496403,Asia,2,Engineering & Product Dev,0
39.0,93748.0,c,0,missing,1,F,single,missing,Excel,R,3,109.00000000000006,Asia,2,Engineering & Product Dev,2
30.0,140104.0,missing,0,abc,1,M,married,freelancer,Python,PowerBI,10,309.0,North America,2,Planning & Operations,2
35.0,109863.0,missing,1,003,0,missing,missing,freelancer,missing,R,1,542.0,Europe,2,Healthcare & Therapy,0
45.0,52305.0,missing,1,003,1,M,missing,freelancer,missing,missing,6,531.4,Africa,2,Community & Admin Services,1
43.4,97421.0,missing,1,missing,1,M,missing,freelancer,missing,Tableau,0,838.0,Africa,2,Healthcare & Therapy,0
42.452599388379205,22624.0,a,0,003,1,missing,married,missing,Python,R,7,539.2338129496403,Oceania,2,Healthcare & Therapy,3
54.0,87414.0,b,0,001,1,F,missing,missing,Excel,R,4,374.6,South America,2,Science & Research,2
46.0,133765.0,a,1,002,1,missing,missing,employed,Python,R,1,672.0,Africa,2,Surveying & Real Estate,0
44.2,50636.0,c,0,002,1,F,married,missing,Excel,R,8,807.0,Africa,2,Science & Research,3
42.452599388379205,27600.0,b,1,abc,1,missing,missing,missing,Excel,Tableau,5,539.2338129496403,Asia,2,Surveying & Real Estate,1
42.452599388379205,95312.0,c,0,missing,0,F,single,employed,missing,Tableau,4,539.2338129496403,Africa,2,Community & Admin Services,2
42.4,141025.0,b,1,003,0,missing,married,freelancer,missing,missing,1,530.0,North America,2,Science & Research,0
59.0,45421.0,c,0,missing,1,missing,single,employed,Excel,missing,4,540.0,Asia,2,Science & Research,3
42.452599388379205,12939.0,missing,0,003,1,missing,missing,freelancer,missing,PowerBI,0,539.2338129496403,Asia,2,Science & Research,3
42.452599388379205,94179.0,c,0,missing,1,Other,married,freelancer,missing,missing,1,539.2338129496403,Unknown,2,Planning & Operations,2
46.2,69990.0,c,1,001,1,missing,missing,unemployed,SQL,R,9,292.0,Europe,2,Media & Creative Arts,1
38.0,139932.0,missing,0,003,1,M,missing,missing,missing,Tableau,3,510.0,North America,2,Science & Research,2
40.0,128361.0,b,0,001,1,missing,missing,freelancer,missing,R,0,843.0,North America,2,Media & Creative Arts,2
42.452599388379205,80655.0,b,1,missing,1,missing,single,unemployed,Excel,missing,5,539.2338129496403,Asia,2,Community & Admin Services,0
42.6,138463.0,missing,0,001,1,M,missing,missing,missing,missing,2,1081.0,Europe,2,Community & Admin Services,2
50.0,88500.0,c,1,missing,1,missing,missing,missing,Python,missing,0,765.0,Africa,2,Planning & Operations,0
45.0,85655.0,a,0,abc,1,missing,married,employed,missing,missing,2,526.0,Asia,2,Community & Admin Services,2
42.452599388379205,104664.0,c,0,001,1,F,missing,freelancer,missing,Tableau,6,539.2338129496403,North America,2,"Business, Finance & Legal",2
42.452599388379205,128628.0,a,0,missing,0,missing,missing,missing,missing,R,2,539.2338129496403,Asia,2,Planning & Operations,2
42.452599388379205,74300.0,missing,0,002,1,missing,married,freelancer,Python,Tableau,7,539.2338129496403,Africa,2,Science & Research,3
42.452599388379205,76685.0,b,1,missing,1,missing,married,freelancer,Excel,R,1,539.2338129496403,Oceania,2,Community & Admin Services,0
36.2,61095.0,a,0,003,1,F,married,unemployed,Excel,missing,3,574.0,Oceania,2,Planning & Operations,3
32.0,128837.0,b,0,001,0,missing,missing,missing,SQL,R,5,159.0,Oceania,2,Planning & Operations,2
59.0,65875.0,missing,1,002,1,F,missing,missing,SQL,R,0,292.0,Africa,2,"Business, Finance & Legal",1
42.452599388379205,92829.0,b,0,missing,1,F,missing,freelancer,SQL,PowerBI,5,539.2338129496403,Europe,2,Science & Research,2
39.0,8692.0,c,1,missing,0,F,missing,missing,missing,R,1,659.0,Asia,2,Planning & Operations,1
60.0,130161.0,c,0,001,1,missing,missing,freelancer,Python,R,9,120.0,Unknown,2,Community & Admin Services,2
54.0,66945.0,a,1,abc,1,F,missing,employed,Python,R,9,276.0,Africa,2,"Business, Finance & Legal",1
32.0,102943.0,missing,0,abc,0,F,single,missing,missing,missing,5,413.2000000000001,Europe,2,Science & Research,2
54.0,137510.0,a,0,missing,0,F,missing,employed,SQL,missing,7,49.0,Asia,2,Science & Research,2
44.2,139544.0,missing,0,missing,1,missing,missing,employed,missing,R,0,805.0,Asia,2,Science & Research,2
38.6,95316.0,b,0,001,1,missing,missing,missing,SQL,Tableau,10,260.0,Europe,2,Science & Research,2
33.2,105264.0,missing,1,abc,1,missing,missing,employed,SQL,missing,6,369.0,Africa,2,Engineering & Product Dev,0
41.0,10959.0,b,0,missing,1,missing,married,unemployed,missing,R,2,156.0,Europe,2,Healthcare & Therapy,3
36.4,114901.0,a,0,002,1,M,single,missing,missing,PowerBI,3,337.0,Europe,2,Engineering & Product Dev,2
42.452599388379205,61955.0,a,0,missing,1,F,missing,missing,missing,R,3,539.2338129496403,Europe,2,Engineering & Product Dev,3
42.452599388379205,83774.0,b,1,missing,0,missing,missing,employed,Python,missing,8,539.2338129496403,Asia,2,Healthcare & Therapy,0
42.452599388379205,103686.0,c,0,abc,0,F,married,missing,Excel,missing,6,539.2338129496403,Oceania,2,Community & Admin Services,2
40.2,71845.0,a,0,missing,1,missing,single,missing,SQL,PowerBI,4,639.0,Unknown,2,Community & Admin Services,3
42.452599388379205,24079.0,a,0,missing,0,missing,missing,freelancer,Excel,Tableau,3,539.2338129496403,South America,2,"Business, Finance & Legal",3
42.452599388379205,58611.0,missing,0,missing,1,Other,missing,missing,Python,R,4,539.2338129496403,Oceania,2,Media & Creative Arts,3
42.452599388379205,128074.0,c,0,003,1,missing,married,unemployed,Excel,R,8,539.2338129496403,Africa,2,"Business, Finance & Legal",2
42.452599388379205,56430.0,c,0,abc,0,missing,missing,freelancer,missing,missing,7,539.2338129496403,Asia,2,Science & Research,3
42.4,148273.0,missing,0,missing,1,missing,single,employed,Excel,missing,2,410.0,Oceania,2,"Business, Finance & Legal",2
32.0,137574.0,missing,0,001,1,missing,single,missing,missing,missing,0,484.0,Asia,2,Community & Admin Services,2
38.8,80153.0,a,0,missing,1,F,single,missing,SQL,Tableau,3,668.0,Asia,2,Media & Creative Arts,3
33.2,109044.0,b,0,abc,1,missing,married,freelancer,Excel,PowerBI,1,360.0,Europe,2,Community & Admin Services,2
42.452599388379205,7477.0,c,1,abc,1,Other,single,missing,Excel,Tableau,3,539.2338129496403,Europe,2,Healthcare & Therapy,1
49.2,24489.0,b,0,missing,1,F,single,unemployed,missing,Tableau,6,169.0,Asia,2,Engineering & Product Dev,3
37.0,107015.0,missing,0,abc,0,M,missing,employed,Excel,missing,3,413.8,Unknown,2,Media & Creative Arts,2
42.452599388379205,108993.0,c,1,missing,1,missing,married,freelancer,missing,missing,6,539.2338129496403,Oceania,2,Science & Research,0
42.452599388379205,82431.0,a,1,001,1,F,married,missing,Python,R,1,539.2338129496403,Unknown,2,Science & Research,0
42.452599388379205,75717.0,b,0,001,0,missing,missing,employed,Excel,PowerBI,5,539.2338129496403,Asia,2,"Business, Finance & Legal",2
42.452599388379205,105987.0,a,1,abc,1,M,married,missing,missing,Tableau,10,539.2338129496403,Oceania,2,Science & Research,0
28.0,134269.0,c,1,002,1,Other,missing,missing,Excel,R,4,506.0,Asia,2,Community & Admin Services,0
42.452599388379205,56261.0,missing,1,002,1,M,missing,missing,missing,R,7,539.2338129496403,Europe,2,Engineering & Product Dev,1
42.452599388379205,89060.0,a,0,003,0,missing,missing,missing,missing,Tableau,5,539.2338129496403,North America,2,Community & Admin Services,2
42.4,57376.0,missing,0,missing,1,missing,married,missing,Python,PowerBI,6,412.0,North America,2,Planning & Operations,3
49.0,45407.0,missing,1,001,1,missing,missing,missing,missing,missing,8,381.0,Asia,2,Healthcare & Therapy,1
42.452599388379205,27277.0,b,0,missing,1,F,single,missing,missing,R,6,539.2338129496403,Europe,2,Engineering & Product Dev,3
18.0,140999.0,missing,0,missing,0,missing,missing,missing,missing,missing,2,864.0,Europe,2,"Business, Finance & Legal",2
35.2,27506.0,b,0,003,1,Other,married,missing,missing,R,7,238.0,Europe,2,Engineering & Product Dev,3
42.452599388379205,83712.0,a,1,001,1,M,married,unemployed,missing,Tableau,8,539.2338129496403,Oceania,2,Science & Research,0
42.452599388379205,65779.0,missing,0,002,1,missing,married,missing,missing,missing,6,539.2338129496403,Europe,2,Healthcare & Therapy,3
63.0,21400.0,b,0,002,1,Other,missing,employed,Python,missing,8,519.0,Asia,2,Science & Research,3
42.452599388379205,34945.0,c,0,abc,0,Other,single,unemployed,Python,PowerBI,3,539.2338129496403,Africa,2,Community & Admin Services,3
25.0,138909.0,missing,1,missing,0,missing,missing,unemployed,missing,missing,10,109.00000000000006,South America,2,Science & Research,0
53.0,54046.0,c,0,missing,1,Other,missing,unemployed,SQL,missing,8,411.2,Asia,2,Engineering & Product Dev,3
42.452599388379205,113955.0,missing,0,002,1,missing,married,freelancer,Excel,R,3,539.2338129496403,Africa,2,Engineering & Product Dev,2
36.0,134843.0,missing,0,001,1,Other,missing,missing,Excel,missing,8,629.0,Asia,2,Community & Admin Services,2
45.0,13449.0,missing,1,003,1,missing,married,unemployed,missing,R,9,515.0,Europe,2,Planning & Operations,1
45.0,59164.0,a,1,missing,1,missing,married,freelancer,Python,R,9,531.4,Asia,2,Science & Research,1
48.4,112897.0,a,1,missing,0,F,married,freelancer,SQL,missing,7,1020.0,Africa,2,Science & Research,0
43.4,103349.0,missing,1,missing,1,missing,missing,freelancer,missing,missing,5,831.0,Africa,2,Science & Research,0
37.2,125179.0,c,1,missing,1,F,married,missing,Python,R,4,948.0,Europe,2,Engineering & Product Dev,0
37.2,132228.0,c,1,001,1,missing,single,unemployed,missing,missing,0,951.0,Europe,2,Healthcare & Therapy,0
48.4,84132.0,c,1,001,1,Other,missing,unemployed,Excel,missing,10,701.0,Africa,2,Engineering & Product Dev,0
46.8,28907.0,b,1,002,1,M,married,missing,missing,PowerBI,0,756.0,Africa,2,Media & Creative Arts,1
39.0,130226.0,b,0,abc,1,M,missing,freelancer,Python,Tableau,6,451.2000000000001,Africa,2,Community & Admin Services,2
39.0,7221.0,c,0,003,0,F,missing,unemployed,Excel,PowerBI,2,957.0,Europe,2,Media & Creative Arts,3
42.452599388379205,117561.0,c,0,002,1,M,missing,employed,Python,Tableau,8,539.2338129496403,Africa,2,Science & Research,2
50.0,19304.0,a,0,abc,1,F,single,missing,Excel,R,5,691.8,Unknown,2,Community & Admin Services,3
42.452599388379205,50290.0,missing,1,001,1,M,married,employed,Excel,missing,8,539.2338129496403,North America,2,Community & Admin Services,1
42.452599388379205,116037.0,missing,1,missing,0,Other,missing,employed,missing,Tableau,2,539.2338129496403,Africa,2,Community & Admin Services,0
42.452599388379205,22331.0,b,1,missing,0,M,single,missing,Excel,missing,9,539.2338129496403,Asia,2,Healthcare & Therapy,1
49.0,40969.0,a,0,abc,1,missing,missing,unemployed,Python,Tableau,4,465.0,Europe,2,Planning & Operations,3
25.0,76298.0,missing,1,003,1,missing,missing,employed,missing,missing,2,741.0,Africa,2,"Business, Finance & Legal",1
36.8,35234.0,a,0,001,1,M,single,missing,Python,missing,2,878.0,North America,2,Media & Creative Arts,3
42.452599388379205,70080.0,missing,0,003,1,missing,single,missing,Excel,Tableau,3,539.2338129496403,Europe,2,Community & Admin Services,3
43.2,79005.0,b,0,001,1,M,married,freelancer,missing,R,9,683.0,Oceania,2,Science & Research,3
42.452599388379205,56228.0,missing,0,002,1,missing,married,missing,Python,PowerBI,5,539.2338129496403,Unknown,2,Planning & Operations,3
46.8,143887.0,a,1,abc,1,F,missing,employed,Excel,Tableau,8,1032.0,South America,2,"Business, Finance & Legal",0
42.452599388379205,27256.0,b,0,002,1,M,single,missing,SQL,Tableau,4,539.2338129496403,Oceania,2,Engineering & Product Dev,3
42.2,76291.0,a,1,002,0,missing,married,employed,SQL,missing,7,279.0,Asia,2,Engineering & Product Dev,0
44.0,59430.0,missing,1,abc,1,M,married,freelancer,missing,PowerBI,3,384.8,Africa,2,Planning & Operations,1
27.0,108873.0,missing,1,missing,1,Other,single,missing,missing,missing,8,569.0,Asia,2,Media & Creative Arts,0
47.2,41645.0,b,1,001,0,F,missing,freelancer,Excel,missing,9,815.0,Africa,2,Media & Creative Arts,1
22.0,121242.0,c,1,003,1,M,single,unemployed,missing,missing,6,741.0,Africa,2,Community & Admin Services,0
42.452599388379205,61286.0,c,1,003,1,F,married,freelancer,missing,missing,8,539.2338129496403,North America,2,Media & Creative Arts,1
21.0,114899.0,a,0,002,1,missing,missing,missing,missing,missing,5,46.0,North America,2,Planning & Operations,2
42.452599388379205,11832.0,c,0,002,1,Other,missing,missing,Python,missing,3,539.2338129496403,Asia,2,Science & Research,3
24.0,19656.0,a,0,abc,1,F,married,missing,Python,R,9,999.0,Europe,2,Planning & Operations,3
41.6,42251.0,a,0,missing,1,F,single,employed,Excel,Tableau,9,1094.0,Europe,2,Healthcare & Therapy,3
42.452599388379205,57812.0,c,0,missing,0,Other,single,unemployed,missing,Tableau,1,539.2338129496403,North America,2,Planning & Operations,3
41.0,108703.0,b,0,003,1,F,missing,missing,Python,Tableau,8,296.0,Oceania,2,Community & Admin Services,2
34.4,50967.0,missing,1,missing,1,F,single,missing,missing,missing,0,132.0,Unknown,2,Science & Research,1
42.452599388379205,32291.0,missing,0,003,1,F,missing,unemployed,Excel,R,7,539.2338129496403,Africa,2,Planning & Operations,3
34.0,96876.0,b,1,missing,1,M,missing,missing,SQL,missing,7,188.0,Asia,2,Community & Admin Services,0
42.452599388379205,130695.0,a,0,abc,1,M,single,freelancer,Python,PowerBI,1,539.2338129496403,Europe,2,Planning & Operations,2
41.8,148404.0,b,0,missing,1,M,married,missing,missing,Tableau,0,749.0,North America,2,Community & Admin Services,2
39.0,146590.0,b,1,003,0,M,missing,missing,missing,missing,2,996.0,Unknown,2,Science & Research,0
41.0,130915.0,a,1,001,0,F,missing,employed,missing,PowerBI,4,479.6,Asia,2,Community & Admin Services,0
48.4,147639.0,missing,0,003,1,Other,missing,employed,Python,missing,7,1019.0,Europe,2,Community & Admin Services,2
42.452599388379205,30350.0,b,0,missing,1,missing,single,missing,missing,missing,8,539.2338129496403,Asia,2,"Business, Finance & Legal",3
42.6,25697.0,missing,1,missing,0,M,married,unemployed,SQL,Tableau,2,1082.0,North America,2,Science & Research,1
45.0,43765.0,b,0,missing,1,M,missing,missing,Python,R,8,531.4,Asia,2,Community & Admin Services,3
42.452599388379205,114994.0,b,1,002,0,missing,single,employed,missing,PowerBI,4,539.2338129496403,Asia,2,"Business, Finance & Legal",0
43.2,132293.0,missing,1,002,1,missing,missing,employed,missing,R,3,692.0,South America,2,"Business, Finance & Legal",0
46.6,10303.0,c,1,003,1,missing,single,unemployed,SQL,R,7,124.00000000000006,Europe,2,Media & Creative Arts,1
42.452599388379205,28406.0,a,0,002,1,missing,missing,employed,missing,Tableau,1,539.2338129496403,North America,2,Science & Research,3
42.452599388379205,142438.0,a,0,002,0,M,single,missing,Excel,R,3,539.2338129496403,Oceania,2,Engineering & Product Dev,2
42.452599388379205,37472.0,a,0,003,1,missing,married,missing,missing,missing,5,539.2338129496403,North America,2,Healthcare & Therapy,3
